"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6gk8VcqpxqiSkUPg6wodZ8","Pascolare","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0ISl1KHwbmQIJBe0TOWqGk","Volevo Magia","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2022-09-23","https://i.scdn.co/image/ab67616d0000b2737d4d83bfbdf94ad858080dab","1","3","216453","","false","38","ITUM72201169","","2023-01-25T00:49:12Z"
"spotify:track:1YIXLXx34DlSNl6DXC6Avu","Sui Ghiacciai","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0ISl1KHwbmQIJBe0TOWqGk","Volevo Magia","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2022-09-23","https://i.scdn.co/image/ab67616d0000b2737d4d83bfbdf94ad858080dab","1","7","221413","","false","38","ITUM72201173","","2023-01-25T00:49:12Z"
"spotify:track:0eXESbsLqIzKkvXUmkVqDO","Paul e Linda","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0ISl1KHwbmQIJBe0TOWqGk","Volevo Magia","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2022-09-23","https://i.scdn.co/image/ab67616d0000b2737d4d83bfbdf94ad858080dab","1","2","218560","","true","40","ITUM72201168","","2023-01-25T00:49:11Z"
"spotify:track:5MkEEk4hLNvhLAQ3MtrM3s","Muori Delay","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:164aeXgFJXuvB8v28iWkQP","Requiem","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2007-01-01","https://i.scdn.co/image/ab67616d0000b273a494a68e3c923be82c383e11","1","10","161800","","false","40","ITUM70700211","","2023-01-25T00:49:10Z"
"spotify:track:4rJZeYt6ArHcnPova0Hgtw","Crystal Ball","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0ISl1KHwbmQIJBe0TOWqGk","Volevo Magia","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2022-09-23","https://i.scdn.co/image/ab67616d0000b2737d4d83bfbdf94ad858080dab","1","5","174026","","false","41","ITUM72201171","","2023-01-25T00:49:09Z"
"spotify:track:5gBB6pY1xJ23DGpsf5eoij","Nevischio","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0PuCAzNG1GuC5hXzSUw2Uk","Endkadenz Vol. 1","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2015-01-27","https://i.scdn.co/image/ab67616d0000b273b26e174b7d2299d7669530d9","1","5","173973","","false","42","ITUM71401820","","2023-01-25T00:49:09Z"
"spotify:track:6IyihRZcpih650oMNVVcKJ","Chaise Longue","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:0ISl1KHwbmQIJBe0TOWqGk","Volevo Magia","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2022-09-23","https://i.scdn.co/image/ab67616d0000b2737d4d83bfbdf94ad858080dab","1","1","220186","","false","43","ITUM72201167","","2023-01-25T00:49:08Z"
"spotify:track:0GMnES4HiZpPOAham6DiH9","Valvonauta","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:1GvHRyMV8Kk69XwlNUwkXR","Verdena","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","1999-01-01","https://i.scdn.co/image/ab67616d0000b27316d6ad5309e783de89dd1f2e","1","2","262773","","false","43","IT7009915720","","2023-01-25T00:49:07Z"
"spotify:track:4TqKOAz8Sa7M89SlNSHSFh","Trovami Un Modo Semplice Per Uscirne","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:164aeXgFJXuvB8v28iWkQP","Requiem","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2007-01-01","https://i.scdn.co/image/ab67616d0000b273a494a68e3c923be82c383e11","1","11","213866","","false","45","ITUM70700242","","2023-01-25T00:49:07Z"
"spotify:track:2csrNRw79byYY48HPXWuDo","Luna","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","spotify:album:3QiP2ZrWsRsO74SkWyomrM","Il suicidio dei Samurai","spotify:artist:058thnz6odaxoAN4n3cMBN","Verdena","2004-01-01","https://i.scdn.co/image/ab67616d0000b273477f5b42fc6f85728f6d814d","1","2","212306","","false","45","IT7000300404","","2023-01-25T00:49:06Z"
"spotify:track:5S1i6Uvdkh9ZzocmcR4Hxd","nuit","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","6","272666","https://p.scdn.co/mp3-preview/db6b5d2c26b388b11f71b685e0d0f479642fb692?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","ITFBO2100028","","2022-12-15T22:30:57Z"
"spotify:track:5le08jOjiM66tHo4rbOchk","Mademoiselle Boyfriend","spotify:artist:02G0wSA5mAINnHX3nTCaHi","Baustelle","spotify:album:1UxLbQRe5UFNHUVAI3zImA","La moda del lento","spotify:artist:02G0wSA5mAINnHX3nTCaHi","Baustelle","2003","https://i.scdn.co/image/ab67616d0000b27361a06622e100ae8e2b51f8b7","1","6","269973","https://p.scdn.co/mp3-preview/1eaa6cafd1271a917f0e37e126d09100d298f57a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","ITB001300551","","2021-11-03T23:34:27Z"
"spotify:track:6J3HNhDBIwEX11bX8hzx5u","Colors","spotify:artist:6eU0jV2eEZ8XTM7EmlguK6","Black Pumas","spotify:album:3g8HE8pB8nq6DbHf71I2Wa","Black Pumas","spotify:artist:6eU0jV2eEZ8XTM7EmlguK6","Black Pumas","2019-06-21","https://i.scdn.co/image/ab67616d0000b2733b14d2d2c0bc40021dcd9a3b","1","2","246586","https://p.scdn.co/mp3-preview/17d2f497de808f648ba553df4a94f223d107da27?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USATO1900023","","2021-06-08T17:24:21Z"
"spotify:track:6ZWMGsb8F27asRgM6aAmH9","Sisters of Arequipa","spotify:artist:3vHrEnwmDYlaScgAiZbnz0","Nils Landgren Funk Unit","spotify:album:3HsF8xFFpXCgSF2lE4zx0D","5000 Miles","spotify:artist:3vHrEnwmDYlaScgAiZbnz0","Nils Landgren Funk Unit","1999","https://i.scdn.co/image/ab67616d0000b273ec5c7eaed8db03d73ab7362d","1","4","357173","https://p.scdn.co/mp3-preview/b2542ee38ce621223162028c58f6c5c87e1b2945?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","DEA899901520","","2021-06-04T20:01:50Z"
"spotify:track:2RX8kOnJEVirXwP1FRgXBD","House Party","spotify:artist:3vHrEnwmDYlaScgAiZbnz0","Nils Landgren Funk Unit","spotify:album:1GIKXJNwF4YBiSEc1s4CJ3","Licence to Funk","spotify:artist:3vHrEnwmDYlaScgAiZbnz0","Nils Landgren Funk Unit","2007-08-31","https://i.scdn.co/image/ab67616d0000b27327823d6fed9b9369c6f123f4","1","1","305306","https://p.scdn.co/mp3-preview/8f5d52a47ade42fabef83e9e0a6527b852a28345?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","DEH840701643","","2021-06-04T20:01:49Z"
"spotify:track:0G3fbPbE1vGeABDEZF0jeG","Good Times","spotify:artist:0Xf8oDAJYd2D0k3NLI19OV","CHIC","spotify:album:1UFBJkKiBe3Lzjr307UhuU","Risqué","spotify:artist:0Xf8oDAJYd2D0k3NLI19OV","CHIC","1979-07-30","https://i.scdn.co/image/ab67616d0000b273d237a27633d01d25fdaa1c33","1","1","495400","https://p.scdn.co/mp3-preview/b54575c7efba12cd93c8c7ab8e0cbc9021543cdd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USAT20001676","","2021-05-21T17:34:11Z"
"spotify:track:2sy4zmZz3kIxZGL1VYa7sD","hajar","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","16","662586","https://p.scdn.co/mp3-preview/43c04026e7ebcdbb84203d71bf5a2227c7894bdd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","ITFBO2100038","","2021-05-18T17:24:03Z"
"spotify:track:1q1mlGDEYh6emsmQJupWKq","fleuve","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","13","353586","https://p.scdn.co/mp3-preview/aa58fec16355c14f351b4f8d0bca16e0da8b73e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","ITFBO2100035","","2021-05-18T17:23:23Z"
"spotify:track:2tdAziEDF98hj5GPE5Qnko","horizon","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","8","287698","https://p.scdn.co/mp3-preview/920120b4ab6b1576b00be38f8937804f6f6864c1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","ITFBO2100030","","2021-05-18T17:23:13Z"
"spotify:track:1tsDbKLkr2mX8qMKzkles8","prison","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","7","565160","https://p.scdn.co/mp3-preview/ee9d9830c3f73c7ce879e63be2b70e93f28434cf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","ITFBO2100029","","2021-05-18T17:23:12Z"
"spotify:track:3ggfOdevRsaO2begn0cscB","jabal","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","4","416693","https://p.scdn.co/mp3-preview/c2e3714385c83dbf9d53e83d64f17dd4c751b24f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","ITFBO2100026","","2021-05-18T17:23:10Z"
"spotify:track:29EV7ZBHjWIvtsG9lj5Pq8","ashes","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","2","432666","https://p.scdn.co/mp3-preview/0bfb8f500b36911179e79b35db084ba96f4bff33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","ITFBO2100024","","2021-05-18T17:23:09Z"
"spotify:track:4cQTsrYV2elxhAKEfyhTxh","hiver","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","spotify:album:4WhBN2WPPxAU5M5Tpw56PL","IRA","spotify:artist:1njdH9zjRnlM561mWqEocW","Iosonouncane","2021-05-14","https://i.scdn.co/image/ab67616d0000b273f8c0dbd0c0f01ae2dc51f0a7","1","1","394706","https://p.scdn.co/mp3-preview/ebafaf313a2545cefbc0fd361e6465d0543e4357?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","ITFBO2100023","","2021-05-18T17:23:08Z"
"spotify:track:37WqAu8oeqGnh87Fgf8xYZ","Parco Sempione","spotify:artist:61r4cE4aoOD50wPNhQ5fF7","Elio e le Storie Tese","spotify:album:36jIpK0c7jT5xay2SwU3UC","Studentessi","spotify:artist:61r4cE4aoOD50wPNhQ5fF7","Elio e le Storie Tese","2008-10-10","https://i.scdn.co/image/ab67616d0000b2730f076c345eade971ba51b1d1","1","19","298893","","true","0","ITD750800266","","2021-05-15T15:15:40Z"
"spotify:track:4DK3JpX2NkEMhCnltUEvUg","Classical Gas","spotify:artist:1XgVoPT2Va5L64LFzskVBW","Mason Williams","spotify:album:3DPAlVqMz7KEenC77SKHN6","The Mason Williams Phonographic Record","spotify:artist:1XgVoPT2Va5L64LFzskVBW","Mason Williams","1968","https://i.scdn.co/image/ab67616d0000b27302b90d5203aca903e0238f14","1","7","184800","https://p.scdn.co/mp3-preview/a775335031f00eb44fa65d2d5c08b0e3a1cf0de5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USWB10100645","","2021-05-13T13:25:53Z"
"spotify:track:6eqa8BWyuMbEm4PE5BgMcL","It/Watcher Of The Skies - Live From A Trick Of The Tail Tour,United Kingdom/1976 / 1994 Digital Remaster","spotify:artist:3CkvROUTQ6nRi9yQOcsB50","Genesis","spotify:album:5uVkLh6vxNHy4zkK6mPSb7","Three Sides Live","spotify:artist:3CkvROUTQ6nRi9yQOcsB50","Genesis","1982-06-01","https://i.scdn.co/image/ab67616d0000b2733433b71ce1edf19f6a7e1c85","2","6","959533","","false","22","GBAAA9400467","","2021-05-11T15:05:11Z"
"spotify:track:0txZSVRp86nluHUhd1SbA9","Canzone dell'amore perduto","spotify:artist:19HiWVd2g0XyJstBsbW2Qm","Fabrizio De André","spotify:album:4O3H3CcqEyK7J5T7rhVf72","Fabrizio De André Opere Complete","spotify:artist:19HiWVd2g0XyJstBsbW2Qm","Fabrizio De André","1999-12-03","https://i.scdn.co/image/ab67616d0000b273788e773b7e1a6fc48f4b6149","7","7","199373","https://p.scdn.co/mp3-preview/ed7b2ac9cd500cb4264f27e84201b1cfffe55c97?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","ITB007470507","","2021-05-11T12:46:32Z"
"spotify:track:02YTh8webwc41KUJBxBqqV","Ci diamo un bacio","spotify:artist:1k3zqz5SgrYCE0wpcfJX3g, spotify:artist:0YmQyGKpZgGSDxsC8iEGQU","Dimartino, La rappresentante di lista","spotify:album:0E0i3NQkYYdSLifoJsYMWU","Ci diamo un bacio","spotify:artist:1k3zqz5SgrYCE0wpcfJX3g","Dimartino","2019-06-25","https://i.scdn.co/image/ab67616d0000b2735a6efca338157238598c9e41","1","1","212400","https://p.scdn.co/mp3-preview/ae7a1536328a3eb758346ad20b5919b60017a1a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","IT3GN1900055","","2021-05-08T22:18:10Z"
"spotify:track:6UUoz2d7vUhgeir7OEXGv6","Via del campo - Live in Genova 03/01/1979","spotify:artist:19HiWVd2g0XyJstBsbW2Qm, spotify:artist:1MD5pgVzlusqGyuSTcTxvu","Fabrizio De André, Premiata Forneria Marconi","spotify:album:0XImPu7mN7BPU7JiBf6Ip9","Fabrizio De André & PFM. Il concerto ritrovato","spotify:artist:19HiWVd2g0XyJstBsbW2Qm, spotify:artist:1MD5pgVzlusqGyuSTcTxvu","Fabrizio De André, Premiata Forneria Marconi","2020-05-22","https://i.scdn.co/image/ab67616d0000b273bd0cd1f8664a4f3a00050fa3","1","13","158266","https://p.scdn.co/mp3-preview/a99ec785bb5b18be6d0bb45225eb264054d0934c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","ITB002000012","","2021-05-08T19:54:29Z"
"spotify:track:0ty25HNYvYV8KbJxaq1ttS","L'Avvelenata - Remaster 1996","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","spotify:album:4aBu7DxjmUl4mHh6pbrYJV","The Platinum Collection","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","2006-01-01","https://i.scdn.co/image/ab67616d0000b273e0ff765df88b6da6c0ba316a","2","1","278962","","false","46","ITD009600106","","2021-05-08T15:23:34Z"
"spotify:track:4TvXV9Adc1schud1QDwnZe","Cirano","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","spotify:album:0jnltk3FFpm1MVE9cFsS2S","D'Amore Di Morte E Di Altre Sciocchezze","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","1996-01-01","https://i.scdn.co/image/ab67616d0000b27331a0aac3e75592a99d24f671","1","7","400933","","false","49","ITD009600062","","2021-05-08T15:09:56Z"
"spotify:track:1a1l2biueAZx6KUfdQ1kKx","Quale allegria - Live 20 Dicembre 1978","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","spotify:album:6Xyy8s9AeFIQLFXd3UDo9H","Concerto live @ rsi (20 dicembre 1978)","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","2001","https://i.scdn.co/image/ab67616d0000b273472080c17b2b8d259954dee3","1","8","288600","","false","0","CH8291200242","","2021-05-07T21:28:35Z"
"spotify:track:46K6nPJGQ8qj0PrvQAGsu2","Anna e Marco - Live 20 Dicembre 1978","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","spotify:album:6Xyy8s9AeFIQLFXd3UDo9H","Concerto live @ rsi (20 dicembre 1978)","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","2001","https://i.scdn.co/image/ab67616d0000b273472080c17b2b8d259954dee3","1","5","220264","","false","0","CH8291200239","","2021-05-07T21:28:33Z"
"spotify:track:2hsUbNAgJB6ZWYymobOFev","Come è profondo il mare - Live 20 Dicembre 1978","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","spotify:album:6Xyy8s9AeFIQLFXd3UDo9H","Concerto live @ rsi (20 dicembre 1978)","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","2001","https://i.scdn.co/image/ab67616d0000b273472080c17b2b8d259954dee3","1","1","321541","","false","0","CH8291200235","","2021-05-07T21:28:31Z"
"spotify:track:2BOmVYOSTxq4UI8dVhFN7j","I ragazzi italiani - Live 20 Dicembre 1978","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","spotify:album:6Xyy8s9AeFIQLFXd3UDo9H","Concerto live @ rsi (20 dicembre 1978)","spotify:artist:25MkkfEousyfp2eyh38FUl","Lucio Dalla","2001","https://i.scdn.co/image/ab67616d0000b273472080c17b2b8d259954dee3","1","9","248502","","false","0","CH8291200243","","2021-05-07T21:27:37Z"
"spotify:track:5sDfESsauhLKD1npb561Wj","Rock N Roll Will Break Your Heart","spotify:artist:3M4ThdJR28z9eSMcQHAZ5G","The Fratellis","spotify:album:20K4oohZg7r3nYN8VSBtj6","We Need Medicine","spotify:artist:3M4ThdJR28z9eSMcQHAZ5G","The Fratellis","2013-10-07","https://i.scdn.co/image/ab67616d0000b27344bdd7a5079afbf3a484c441","1","10","321400","https://p.scdn.co/mp3-preview/79e80b8688fb1a890c8c241837c9ec6f9af7d6bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","GB5KW1301069","","2021-04-30T16:33:42Z"
"spotify:track:4DwZuGTMFRxEMVFHis7FEN","Homonormo","spotify:artist:5iDcZ7vN17Cq55AbEqy0aC","Arthur Moon","spotify:album:2qyHO4roesfNRDiLOWMr0G","Arthur Moon","spotify:artist:5iDcZ7vN17Cq55AbEqy0aC","Arthur Moon","2019-08-02","https://i.scdn.co/image/ab67616d0000b2730abda348dd32677136914c94","1","2","196942","https://p.scdn.co/mp3-preview/b61de551c7a6c1ad2a234c9d80b0abeee9eaadfc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","usdy41997018","","2021-04-23T23:23:51Z"
"spotify:track:4MHagfgT9fEieRIshuqsSE","La Locomotiva - Remastered 2007","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","spotify:album:387DnBchXzlytsdm5TqKk0","Se Io Avessi Previsto Tutto Questo... La Strada, Gli Amici, Le Canzoni","spotify:artist:5Pa0BjjSDSiWuak0O1PbHL","Francesco Guccini","2015-11-27","https://i.scdn.co/image/ab67616d0000b273504246e476ef941c6406b51f","1","3","490946","","false","35","ITD000700043","","2021-04-10T22:17:30Z"
"spotify:track:05bfjMLp9xXLTLoeWNKekv","Stanza","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","spotify:album:0vaZxTrUTZXu5UpvuUNe18","Domani","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","2020-02-28","https://i.scdn.co/image/ab67616d0000b273fdf6f511cef201d32b2fe494","1","5","156733","https://p.scdn.co/mp3-preview/0cf2221deef7ff0e7362bba82e3326b6c35a877a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ITUC31900005","","2021-03-30T15:21:28Z"
"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Riptide","spotify:artist:10exVja0key0uqUkk6LJRT","Vance Joy","spotify:album:6rIbiUMmZJfqJRnXhVxFvg","Dream Your Life Away","spotify:artist:10exVja0key0uqUkk6LJRT","Vance Joy","2014-09-08","https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094","1","4","204280","https://p.scdn.co/mp3-preview/fe5f6f3eeac1720c920f67eedfe899ccf900a819?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","AULI01385760","","2021-03-22T19:56:07Z"
"spotify:track:09mRbgiNb21x3mlXggSK17","Respirando","spotify:artist:2caOYPej26UoQOyFnzXW3G","Lucio Battisti","spotify:album:4Zegl0FIvsJD0nG7yJyHqd","Lucio Battisti, la batteria, il contrabbasso, eccetera","spotify:artist:2caOYPej26UoQOyFnzXW3G","Lucio Battisti","1976","https://i.scdn.co/image/ab67616d0000b273fc531e24d2cb326c692b1448","1","6","297453","https://p.scdn.co/mp3-preview/c11ce9f524e64265a12ac74e88e44925722d01b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","ITB001700504","","2021-03-22T19:56:02Z"
"spotify:track:3yK46oFUdokACo9xE1kt0N","Rimini","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","spotify:album:0vaZxTrUTZXu5UpvuUNe18","Domani","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","2020-02-28","https://i.scdn.co/image/ab67616d0000b273fdf6f511cef201d32b2fe494","1","2","170933","https://p.scdn.co/mp3-preview/990bdfe9c16d87ae9ce7f43ba6ab44d8526fe232?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ITUC31900002","","2021-03-22T18:39:03Z"
"spotify:track:4icu4zbfqLV8vn1VnZUJV0","Soli","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","spotify:album:1LW0VQYnDGb4xCJE947Stm","Soli","spotify:artist:0o8nXTawhYWz7muDomi4D3","Tōru","2019-09-27","https://i.scdn.co/image/ab67616d0000b273eecb8a256f434d3fa56d576e","1","1","226546","https://p.scdn.co/mp3-preview/7e3f78c8e67f448b19a1b452a4b9c94339450e10?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ITUC31900001","","2021-03-22T10:27:12Z"
"spotify:track:5qn15Hs4s26YaNd5UWVe00","Fiamme negli occhi","spotify:artist:0Sv8sjzMHBbAWXt4CGB9Us","Coma_Cose","spotify:album:63QloB2LteDzQMKstFJ3XK","Fiamme negli occhi","spotify:artist:0Sv8sjzMHBbAWXt4CGB9Us","Coma_Cose","2021-03-03","https://i.scdn.co/image/ab67616d0000b273cb3dc833e19b5cd89adac215","1","1","206001","https://p.scdn.co/mp3-preview/b14fffa7d82d114571d30c70e3d3e78a96fb06e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","ITFR82110094","","2021-03-11T19:44:07Z"
"spotify:track:67YwbwQzGL1PXKsSdHShJ1","Combat pop (ALBI #1)","spotify:artist:1MBjY2JFotAGoTYDfO80cM","Lo Stato Sociale","spotify:album:1CJWqggVykQ8iyuUN9Ozag","Attentato alla musica italiana","spotify:artist:1MBjY2JFotAGoTYDfO80cM","Lo Stato Sociale","2021-03-04","https://i.scdn.co/image/ab67616d0000b2734bf0eb11e8421ea4eac51f6e","1","1","205530","","false","0","ITT742100012","","2021-03-11T19:43:53Z"
"spotify:track:6QWPNbnMXieBMujtkB0R6v","E invece si","spotify:artist:01U4yWwtUKMckbI55OiT7g","Bugo","spotify:album:1ukGAUHAmuGygiMylsTtNt","E invece si","spotify:artist:01U4yWwtUKMckbI55OiT7g","Bugo","2021-03-04","https://i.scdn.co/image/ab67616d0000b2736e8866337dd02561b07c0c1a","1","1","232093","https://p.scdn.co/mp3-preview/015241b61af31bbd732c42f6417587ffc63b0252?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","ITP5S2100011","","2021-03-11T19:30:12Z"
"spotify:track:7miLGW9D6fzBBTmrF1oS2K","Punk Islam","spotify:artist:18cezosJ2J9c3XZ7uVmMf0","CCCP – Fedeli Alla Linea","spotify:album:6goeIX9phdfpYUcHgwgbc0","Ortodossia II/Compagni, Cittadini, Fratelli, Partigiani (2008 Remastered Edition)","spotify:artist:18cezosJ2J9c3XZ7uVmMf0","CCCP – Fedeli Alla Linea","2006-09-12","https://i.scdn.co/image/ab67616d0000b273e012bf5c2b61cc2869198d92","1","4","409466","","false","32","ITK400800003","","2021-03-11T16:43:51Z"
"spotify:track:0Ias0RMS80wOcIepo380Iy","Occidente - Remastered","spotify:artist:64AqIy8bl79mftwUhh6TOh","C.S.I.","spotify:album:0Us2YMPWFS6rzXOyUG1Eyy","Ko De Mondo (Remastered)","spotify:artist:64AqIy8bl79mftwUhh6TOh","C.S.I.","2019-11-22","https://i.scdn.co/image/ab67616d0000b273ceeafcfc5e119c6966089f2f","1","7","269613","","false","17","ITUM71901167","","2021-03-11T15:43:48Z"
"spotify:track:2hpYUzH1VOWI4piyy7zfV8","Del Mondo - Remastered","spotify:artist:64AqIy8bl79mftwUhh6TOh","C.S.I.","spotify:album:0Us2YMPWFS6rzXOyUG1Eyy","Ko De Mondo (Remastered)","spotify:artist:64AqIy8bl79mftwUhh6TOh","C.S.I.","2019-11-22","https://i.scdn.co/image/ab67616d0000b273ceeafcfc5e119c6966089f2f","1","4","281440","","false","26","ITUM71901164","","2021-03-11T15:08:35Z"
"spotify:track:1g7PT9g8VkXAWkzmrUhaXu","AYAHUASCA ☰ (con COLAPESCE & CHIELLO)","spotify:artist:7gjqZ8coFZimZDtdk04WP1, spotify:artist:2KX2VLr3Eu6sn6EtxzCtvf, spotify:artist:5mjasIBQQPIqA9GV2Ys61h","MACE, Colapesce, chiello","spotify:album:2oT1W5fYFSfU3fz5Q55HWj","OBE","spotify:artist:7gjqZ8coFZimZDtdk04WP1","MACE","2021-02-04","https://i.scdn.co/image/ab67616d0000b273b4dba769e4ef94950abfd209","1","6","247848","","false","43","ITUM72001377","","2021-03-03T00:45:24Z"
"spotify:track:5vYXOk1umkpp7JhXZm6rDI","Musica leggerissima","spotify:artist:2KX2VLr3Eu6sn6EtxzCtvf, spotify:artist:1k3zqz5SgrYCE0wpcfJX3g","Colapesce, Dimartino","spotify:album:3jGpIpMIVzZ4gY9NWE6qMU","I Mortali²","spotify:artist:2KX2VLr3Eu6sn6EtxzCtvf, spotify:artist:1k3zqz5SgrYCE0wpcfJX3g","Colapesce, Dimartino","2021-03-03","https://i.scdn.co/image/ab67616d0000b2736252da307a8057a7832d6745","1","1","240850","","false","0","IT3GN2100008","","2021-03-03T00:36:21Z"
